set,rank,violation,num,weight,cost_contrib
baseline,8,aggregate_mean,2,1,2
baseline,8,c_c_point,1,0,0
baseline,8,continuous_x,1,0,0
baseline,8,continuous_y,1,0,0
baseline,8,encoding,2,0,0
baseline,8,encoding_field,2,6,12
baseline,8,log,1,1,1
baseline,8,type_q,2,0,0
baseline,8,x_y_fields_order,1,1,1
baseline,8,zero,1,1,1
baseline,8,zero_positional,1,1,1
baseline,9,agg_dim,1,2,2
baseline,9,aggregate,2,4,8
baseline,9,aggregate_mean,1,1,1
baseline,9,aggregate_sum,1,2,2
baseline,9,c_c_point,1,0,0
baseline,9,continuous_x,1,0,0
baseline,9,continuous_y,1,0,0
baseline,9,encoding,2,0,0
baseline,9,encoding_field,2,6,12
baseline,9,log,1,1,1
baseline,9,type_q,2,0,0
baseline,9,x_y_fields_order,1,1,1
baseline,9,zero,1,1,1
baseline,9,zero_positional,1,1,1
baseline,10,agg_dim,1,2,2
baseline,10,aggregate,2,4,8
baseline,10,aggregate_mean,1,1,1
baseline,10,aggregate_median,1,3,3
baseline,10,c_c_point,1,0,0
baseline,10,continuous_x,1,0,0
baseline,10,continuous_y,1,0,0
baseline,10,encoding,2,0,0
baseline,10,encoding_field,2,6,12
baseline,10,log,1,1,1
baseline,10,type_q,2,0,0
baseline,10,zero,1,1,1
baseline,10,zero_positional,1,1,1
baseline,11,agg_dim,1,2,2
baseline,11,aggregate,2,4,8
baseline,11,aggregate_mean,1,1,1
baseline,11,aggregate_median,1,3,3
baseline,11,c_c_point,1,0,0
baseline,11,continuous_x,1,0,0
baseline,11,continuous_y,1,0,0
baseline,11,encoding,2,0,0
baseline,11,encoding_field,2,6,12
baseline,11,log,1,1,1
baseline,11,type_q,2,0,0
baseline,11,zero,1,1,1
baseline,11,zero_positional,1,1,1
baseline,12,agg_dim,1,2,2
baseline,12,aggregate,2,4,8
baseline,12,aggregate_mean,1,1,1
baseline,12,aggregate_sum,1,2,2
baseline,12,c_c_point,1,0,0
baseline,12,continuous_x,1,0,0
baseline,12,continuous_y,1,0,0
baseline,12,encoding,2,0,0
baseline,12,encoding_field,2,6,12
baseline,12,log,1,1,1
baseline,12,type_q,2,0,0
baseline,12,x_y_fields_order,1,1,1
baseline,12,zero,1,1,1
baseline,12,zero_positional,1,1,1
baseline,13,agg_dim,1,2,2
baseline,13,aggregate,2,4,8
baseline,13,aggregate_sum,2,2,4
baseline,13,c_c_point,1,0,0
baseline,13,continuous_x,1,0,0
baseline,13,continuous_y,1,0,0
baseline,13,encoding,2,0,0
baseline,13,encoding_field,2,6,12
baseline,13,log,1,1,1
baseline,13,type_q,2,0,0
baseline,13,zero,1,1,1
baseline,13,zero_positional,1,1,1
baseline,14,bin,1,2,2
baseline,14,bin_high,1,10,10
baseline,14,c_d_tick,1,0,0
baseline,14,continuous_x,1,0,0
baseline,14,encoding,2,0,0
baseline,14,encoding_field,2,6,12
baseline,14,log,1,1,1
baseline,14,ordered_y,1,0,0
baseline,14,orientation_binned,1,2,2
baseline,14,type_q,2,0,0
baseline,14,zero,1,1,1
baseline,14,zero_bin,1,1,1
baseline,14,zero_positional,1,1,1
baseline,15,bin,1,2,2
baseline,15,bin_high,1,10,10
baseline,15,c_d_tick,1,0,0
baseline,15,continuous_y,1,0,0
baseline,15,encoding,2,0,0
baseline,15,encoding_field,2,6,12
baseline,15,log,1,1,1
baseline,15,ordered_x,1,1,1
baseline,15,type_q,2,0,0
baseline,15,x_y_fields_order,1,1,1
baseline,15,zero,1,1,1
baseline,15,zero_bin,1,1,1
baseline,15,zero_positional,1,1,1
baseline,16,bin,1,2,2
baseline,16,c_d_point,1,10,10
baseline,16,continuous_y,1,0,0
baseline,16,encoding,2,0,0
baseline,16,encoding_field,2,6,12
baseline,16,log,1,1,1
baseline,16,ordered_x,1,1,1
baseline,16,type_q,2,0,0
baseline,16,x_y_fields_order,1,1,1
baseline,16,zero,1,1,1
baseline,16,zero_bin,1,1,1
baseline,16,zero_positional,1,1,1
baseline,17,agg_dim,1,2,2
baseline,17,aggregate,2,4,8
baseline,17,aggregate_mean,1,1,1
baseline,17,aggregate_median,1,3,3
baseline,17,c_c_point,1,0,0
baseline,17,continuous_x,1,0,0
baseline,17,continuous_y,1,0,0
baseline,17,encoding,2,0,0
baseline,17,encoding_field,2,6,12
baseline,17,log,1,1,1
baseline,17,type_q,2,0,0
baseline,17,x_y_fields_order,1,1,1
baseline,17,zero,1,1,1
baseline,17,zero_positional,1,1,1
baseline,18,agg_dim,1,2,2
baseline,18,aggregate,2,4,8
baseline,18,aggregate_mean,1,1,1
baseline,18,aggregate_median,1,3,3
baseline,18,c_c_point,1,0,0
baseline,18,continuous_x,1,0,0
baseline,18,continuous_y,1,0,0
baseline,18,encoding,2,0,0
baseline,18,encoding_field,2,6,12
baseline,18,log,1,1,1
baseline,18,type_q,2,0,0
baseline,18,x_y_fields_order,1,1,1
baseline,18,zero,1,1,1
baseline,18,zero_positional,1,1,1
baseline,19,agg_dim,1,2,2
baseline,19,aggregate,2,4,8
baseline,19,aggregate_sum,2,2,4
baseline,19,c_c_point,1,0,0
baseline,19,continuous_x,1,0,0
baseline,19,continuous_y,1,0,0
baseline,19,encoding,2,0,0
baseline,19,encoding_field,2,6,12
baseline,19,log,1,1,1
baseline,19,type_q,2,0,0
baseline,19,x_y_fields_order,1,1,1
baseline,19,zero,1,1,1
baseline,19,zero_positional,1,1,1
verde,0,c_c_point,1,0,0
verde,0,continuous_x,1,0,0
verde,0,continuous_y,1,0,0
verde,0,encoding,2,0,0
verde,0,encoding_field,2,6,12
verde,0,log,1,1,1
verde,0,type_q,2,0,0
verde,0,zero,1,1,1
verde,0,zero_positional,1,1,1
verde,1,bin,1,2,2
verde,1,c_d_tick,1,0,0
verde,1,continuous_y,1,0,0
verde,1,encoding,2,0,0
verde,1,encoding_field,2,6,12
verde,1,log,1,1,1
verde,1,ordered_x,1,1,1
verde,1,type_q,2,0,0
verde,1,zero,1,1,1
verde,1,zero_bin,1,1,1
verde,1,zero_positional,1,1,1
verde,2,bin,1,2,2
verde,2,c_d_tick,1,0,0
verde,2,continuous_x,1,0,0
verde,2,encoding,2,0,0
verde,2,encoding_field,2,6,12
verde,2,log,1,1,1
verde,2,ordered_y,1,0,0
verde,2,orientation_binned,1,2,2
verde,2,type_q,2,0,0
verde,2,zero,1,1,1
verde,2,zero_bin,1,1,1
verde,2,zero_positional,1,1,1
verde,3,agg_dim,1,2,2
verde,3,aggregate,2,4,8
verde,3,aggregate_mean,2,1,2
verde,3,c_c_point,1,0,0
verde,3,continuous_x,1,0,0
verde,3,continuous_y,1,0,0
verde,3,encoding,2,0,0
verde,3,encoding_field,2,6,12
verde,3,log,1,1,1
verde,3,type_q,2,0,0
verde,3,zero,1,1,1
verde,3,zero_positional,1,1,1
verde,4,bin,1,2,2
verde,4,c_d_point,1,10,10
verde,4,continuous_x,1,0,0
verde,4,encoding,2,0,0
verde,4,encoding_field,2,6,12
verde,4,log,1,1,1
verde,4,ordered_y,1,0,0
verde,4,type_q,2,0,0
verde,4,zero,1,1,1
verde,4,zero_bin,1,1,1
verde,4,zero_positional,1,1,1
verde,5,agg_dim,1,2,2
verde,5,aggregate,2,4,8
verde,5,aggregate_mean,1,1,1
verde,5,aggregate_sum,1,2,2
verde,5,c_c_point,1,0,0
verde,5,continuous_x,1,0,0
verde,5,continuous_y,1,0,0
verde,5,encoding,2,0,0
verde,5,encoding_field,2,6,12
verde,5,log,1,1,1
verde,5,type_q,2,0,0
verde,5,zero,1,1,1
verde,5,zero_positional,1,1,1
verde,6,agg_dim,1,2,2
verde,6,aggregate,2,4,8
verde,6,aggregate_mean,1,1,1
verde,6,aggregate_sum,1,2,2
verde,6,c_c_point,1,0,0
verde,6,continuous_x,1,0,0
verde,6,continuous_y,1,0,0
verde,6,encoding,2,0,0
verde,6,encoding_field,2,6,12
verde,6,log,1,1,1
verde,6,type_q,2,0,0
verde,6,zero,1,1,1
verde,6,zero_positional,1,1,1
verde,7,agg_dim,1,2,2
verde,7,aggregate,2,4,8
verde,7,aggregate_mean,1,1,1
verde,7,aggregate_median,1,3,3
verde,7,c_c_point,1,0,0
verde,7,continuous_x,1,0,0
verde,7,continuous_y,1,0,0
verde,7,encoding,2,0,0
verde,7,encoding_field,2,6,12
verde,7,log,1,1,1
verde,7,type_q,2,0,0
verde,7,zero,1,1,1
verde,7,zero_positional,1,1,1
verde,8,agg_dim,1,2,2
verde,8,aggregate,2,4,8
verde,8,aggregate_mean,1,1,1
verde,8,aggregate_median,1,3,3
verde,8,c_c_point,1,0,0
verde,8,continuous_x,1,0,0
verde,8,continuous_y,1,0,0
verde,8,encoding,2,0,0
verde,8,encoding_field,2,6,12
verde,8,log,1,1,1
verde,8,type_q,2,0,0
verde,8,zero,1,1,1
verde,8,zero_positional,1,1,1
verde,9,agg_dim,1,2,2
verde,9,aggregate,2,4,8
verde,9,aggregate_sum,2,2,4
verde,9,c_c_point,1,0,0
verde,9,continuous_x,1,0,0
verde,9,continuous_y,1,0,0
verde,9,encoding,2,0,0
verde,9,encoding_field,2,6,12
verde,9,log,1,1,1
verde,9,type_q,2,0,0
verde,9,zero,1,1,1
verde,9,zero_positional,1,1,1
verde,10,bin,1,2,2
verde,10,c_d_point,1,10,10
verde,10,continuous_y,1,0,0
verde,10,encoding,2,0,0
verde,10,encoding_field,2,6,12
verde,10,log,1,1,1
verde,10,ordered_x,1,1,1
verde,10,type_q,2,0,0
verde,10,zero,1,1,1
verde,10,zero_bin,1,1,1
verde,10,zero_positional,1,1,1
verde,11,bin,1,2,2
verde,11,bin_high,1,10,10
verde,11,c_d_tick,1,0,0
verde,11,continuous_y,1,0,0
verde,11,encoding,2,0,0
verde,11,encoding_field,2,6,12
verde,11,log,1,1,1
verde,11,ordered_x,1,1,1
verde,11,type_q,2,0,0
verde,11,zero,1,1,1
verde,11,zero_bin,1,1,1
verde,11,zero_positional,1,1,1
verde,12,bin,1,2,2
verde,12,bin_high,1,10,10
verde,12,c_d_tick,1,0,0
verde,12,continuous_x,1,0,0
verde,12,encoding,2,0,0
verde,12,encoding_field,2,6,12
verde,12,log,1,1,1
verde,12,ordered_y,1,0,0
verde,12,orientation_binned,1,2,2
verde,12,type_q,2,0,0
verde,12,zero,1,1,1
verde,12,zero_bin,1,1,1
verde,12,zero_positional,1,1,1
verde,13,agg_dim,1,2,2
verde,13,aggregate,2,4,8
verde,13,aggregate_median,1,3,3
verde,13,aggregate_sum,1,2,2
verde,13,c_c_point,1,0,0
verde,13,continuous_x,1,0,0
verde,13,continuous_y,1,0,0
verde,13,encoding,2,0,0
verde,13,encoding_field,2,6,12
verde,13,log,1,1,1
verde,13,type_q,2,0,0
verde,13,zero,1,1,1
verde,13,zero_positional,1,1,1
verde,14,agg_dim,1,2,2
verde,14,aggregate,2,4,8
verde,14,aggregate_mean,1,1,1
verde,14,aggregate_min,1,4,4
verde,14,c_c_point,1,0,0
verde,14,continuous_x,1,0,0
verde,14,continuous_y,1,0,0
verde,14,encoding,2,0,0
verde,14,encoding_field,2,6,12
verde,14,log,1,1,1
verde,14,type_q,2,0,0
verde,14,zero,1,1,1
verde,14,zero_positional,1,1,1
verde,15,agg_dim,1,2,2
verde,15,aggregate,2,4,8
verde,15,aggregate_max,1,4,4
verde,15,aggregate_mean,1,1,1
verde,15,c_c_point,1,0,0
verde,15,continuous_x,1,0,0
verde,15,continuous_y,1,0,0
verde,15,encoding,2,0,0
verde,15,encoding_field,2,6,12
verde,15,log,1,1,1
verde,15,type_q,2,0,0
verde,15,zero,1,1,1
verde,15,zero_positional,1,1,1
verde,16,agg_dim,1,2,2
verde,16,aggregate,2,4,8
verde,16,aggregate_median,1,3,3
verde,16,aggregate_sum,1,2,2
verde,16,c_c_point,1,0,0
verde,16,continuous_x,1,0,0
verde,16,continuous_y,1,0,0
verde,16,encoding,2,0,0
verde,16,encoding_field,2,6,12
verde,16,log,1,1,1
verde,16,type_q,2,0,0
verde,16,zero,1,1,1
verde,16,zero_positional,1,1,1
verde,17,agg_dim,1,2,2
verde,17,aggregate,2,4,8
verde,17,aggregate_mean,1,1,1
verde,17,aggregate_min,1,4,4
verde,17,c_c_point,1,0,0
verde,17,continuous_x,1,0,0
verde,17,continuous_y,1,0,0
verde,17,encoding,2,0,0
verde,17,encoding_field,2,6,12
verde,17,log,1,1,1
verde,17,type_q,2,0,0
verde,17,zero,1,1,1
verde,17,zero_positional,1,1,1
verde,18,agg_dim,1,2,2
verde,18,aggregate,2,4,8
verde,18,aggregate_max,1,4,4
verde,18,aggregate_mean,1,1,1
verde,18,c_c_point,1,0,0
verde,18,continuous_x,1,0,0
verde,18,continuous_y,1,0,0
verde,18,encoding,2,0,0
verde,18,encoding_field,2,6,12
verde,18,log,1,1,1
verde,18,type_q,2,0,0
verde,18,zero,1,1,1
verde,18,zero_positional,1,1,1
verde,19,agg_dim,1,2,2
verde,19,aggregate,2,4,8
verde,19,aggregate_mean,1,1,1
verde,19,aggregate_stdev,1,5,5
verde,19,c_c_point,1,0,0
verde,19,continuous_x,1,0,0
verde,19,continuous_y,1,0,0
verde,19,encoding,2,0,0
verde,19,encoding_field,2,6,12
verde,19,log,1,1,1
verde,19,type_q,2,0,0
verde,19,zero,1,1,1
verde,19,zero_positional,1,1,1
