cost,violations,props,vl,vl_spec_file,matches,set,rank,has_match
23,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'channel(v_v,e2,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'x': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'y': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'size': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m00_c023_vl.json,,baseline,0,False
24,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 2, 'weight': 1, 'cost_contrib': 2}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e0,x).', 'channel(v_v,e2,y).', 'channel(v_v,e1,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'x': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'size': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'y': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m01_c024_vl.json,1.0,baseline,1,True
24,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'x_y_fields_order': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e1,x).', 'channel(v_v,e0,y).', 'channel(v_v,e2,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'y': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'x': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'size': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m02_c024_vl.json,,baseline,2,False
25,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_size': {'num': 1, 'weight': 3, 'cost_contrib': 3}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e1,x).', 'channel(v_v,e2,y).', 'channel(v_v,e0,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'size': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'x': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'y': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m03_c025_vl.json,,baseline,3,False
25,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 2, 'weight': 1, 'cost_contrib': 2}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'x_y_fields_order': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e2,x).', 'channel(v_v,e0,y).', 'channel(v_v,e1,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'y': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'size': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'x': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m04_c025_vl.json,0.0,baseline,4,True
26,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'high_cardinality_size': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'x_y_fields_order': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_size': {'num': 1, 'weight': 3, 'cost_contrib': 3}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e2,x).', 'channel(v_v,e1,y).', 'channel(v_v,e0,size).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'size': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'y': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'x': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m05_c026_vl.json,,baseline,5,False
30,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_color': {'num': 1, 'weight': 10, 'cost_contrib': 10}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e1,x).', 'channel(v_v,e2,y).', 'channel(v_v,e0,color).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'color': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'x': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'y': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m06_c030_vl.json,,baseline,6,False
31,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_color': {'num': 1, 'weight': 10, 'cost_contrib': 10}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'x_y_fields_order': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e2,x).', 'channel(v_v,e1,y).', 'channel(v_v,e0,color).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'color': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'y': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'x': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m07_c031_vl.json,,baseline,7,False
31,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_color': {'num': 1, 'weight': 10, 'cost_contrib': 10}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e0,x).', 'channel(v_v,e1,y).', 'channel(v_v,e2,color).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'x': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'y': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'color': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m08_c031_vl.json,,baseline,8,False
31,"{'c_c_point': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_color': {'num': 1, 'weight': 10, 'cost_contrib': 10}, 'continuous_x': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'continuous_y': {'num': 1, 'weight': 0, 'cost_contrib': 0}, 'encoding': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'encoding_field': {'num': 3, 'weight': 6, 'cost_contrib': 18}, 'log': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'type_q': {'num': 3, 'weight': 0, 'cost_contrib': 0}, 'zero': {'num': 1, 'weight': 1, 'cost_contrib': 1}, 'zero_positional': {'num': 1, 'weight': 1, 'cost_contrib': 1}}","['view(v_v).', 'encoding(v_v,e0).', 'encoding(v_v,e1).', 'encoding(v_v,e2).', 'channel(v_v,e0,x).', 'channel(v_v,e2,y).', 'channel(v_v,e1,color).', 'field(v_v,e0,""Gross_Total_Expenditure_x1000"").', 'field(v_v,e1,""Social_care_related_quality_of_life_score_All"").', 'field(v_v,e2,""Support_provided_to_carers_during_the_year"").', 'zero(v_v,e1).', 'zero(v_v,e2).', 'type(v_v,e0,quantitative).', 'type(v_v,e1,quantitative).', 'type(v_v,e2,quantitative).', 'mark(v_v,point).', 'log(v_v,e0).']","{'mark': 'point', 'encoding': {'x': {'type': 'quantitative', 'field': 'Gross_Total_Expenditure_x1000', 'scale': {'type': 'log', 'zero': False}}, 'color': {'type': 'quantitative', 'field': 'Social_care_related_quality_of_life_score_All', 'scale': {'zero': True}}, 'y': {'type': 'quantitative', 'field': 'Support_provided_to_carers_during_the_year', 'scale': {'zero': True}}}}",trial_02_ut.exp_01_baseline_m09_c031_vl.json,3.0,baseline,9,True
