set,rank,violation,num,weight,cost_contrib
baseline,16,continuous_y,1,0,0
baseline,16,encoding,3,0,0
baseline,16,encoding_field,3,6,18
baseline,16,type_q,3,0,0
baseline,16,zero,1,1,1
baseline,16,zero_positional,1,1,1
baseline,17,c_d_tick,1,0,0
baseline,17,continuous_color,1,10,10
baseline,17,continuous_y,1,0,0
baseline,17,encoding,3,0,0
baseline,17,encoding_field,3,6,18
baseline,17,ordered_x,1,1,1
baseline,17,type_o,1,1,1
baseline,17,type_q,2,0,0
baseline,18,c_d_tick,1,0,0
baseline,18,continuous_color,1,10,10
baseline,18,continuous_x,1,0,0
baseline,18,encoding,3,0,0
baseline,18,encoding_field,3,6,18
baseline,18,ordered_y,1,0,0
baseline,18,type_o,1,1,1
baseline,18,type_q,2,0,0
baseline,18,x_y_fields_order,1,1,1
baseline,19,bin,1,2,2
baseline,19,c_c_point,1,0,0
baseline,19,continuous_x,1,0,0
baseline,19,continuous_y,1,0,0
baseline,19,encoding,3,0,0
baseline,19,encoding_field,3,6,18
baseline,19,ordered_color,1,8,8
baseline,19,quant_bin,1,1,1
baseline,19,type_o,1,1,1
baseline,19,type_q,2,0,0
verde,0,c_c_point,1,0,0
verde,0,continuous_size,1,1,1
verde,0,continuous_x,1,0,0
verde,0,continuous_y,1,0,0
verde,0,encoding,3,0,0
verde,0,encoding_field,3,6,18
verde,0,type_q,3,0,0
verde,0,verde_color_mark,1,0,0
verde,0,zero,1,1,1
verde,0,zero_size,1,3,3
verde,1,c_c_point,1,0,0
verde,1,continuous_size,1,1,1
verde,1,continuous_x,1,0,0
verde,1,continuous_y,1,0,0
verde,1,encoding,3,0,0
verde,1,encoding_field,3,6,18
verde,1,log,1,1,1
verde,1,type_q,3,0,0
verde,1,verde_color_mark,1,0,0
verde,1,zero,1,1,1
verde,1,zero_size,1,3,3
verde,2,c_c_point,1,0,0
verde,2,continuous_x,1,0,0
verde,2,continuous_y,1,0,0
verde,2,encoding,3,0,0
verde,2,encoding_field,3,6,18
verde,2,ordered_color,1,8,8
verde,2,type_o,1,1,1
verde,2,type_q,2,0,0
verde,2,verde_color_enc_scheme,1,0,0
verde,3,c_c_point,1,0,0
verde,3,continuous_color,1,10,10
verde,3,continuous_x,1,0,0
verde,3,continuous_y,1,0,0
verde,3,encoding,3,0,0
verde,3,encoding_field,3,6,18
verde,3,type_q,3,0,0
verde,3,verde_color_enc_scheme,1,0,0
verde,3,zero,1,1,1
verde,4,c_d_tick,1,0,0
verde,4,continuous_color,1,10,10
verde,4,continuous_x,1,0,0
verde,4,encoding,3,0,0
verde,4,encoding_field,3,6,18
verde,4,ordered_y,1,0,0
verde,4,type_o,1,1,1
verde,4,type_q,2,0,0
verde,4,verde_color_enc_scheme,1,0,0
verde,5,c_d_tick,1,0,0
verde,5,continuous_color,1,10,10
verde,5,continuous_x,1,0,0
verde,5,encoding,3,0,0
verde,5,encoding_field,3,6,18
verde,5,ordered_y,1,0,0
verde,5,type_o,1,1,1
verde,5,type_q,2,0,0
verde,5,verde_color_enc_scheme,1,0,0
verde,6,c_c_point,1,0,0
verde,6,continuous_color,1,10,10
verde,6,continuous_x,1,0,0
verde,6,continuous_y,1,0,0
verde,6,encoding,3,0,0
verde,6,encoding_field,3,6,18
verde,6,log,1,1,1
verde,6,type_q,3,0,0
verde,6,verde_color_enc_scheme,1,0,0
verde,6,zero,1,1,1
verde,7,bin,1,2,2
verde,7,c_c_point,1,0,0
verde,7,continuous_x,1,0,0
verde,7,continuous_y,1,0,0
verde,7,encoding,3,0,0
verde,7,encoding_field,3,6,18
verde,7,ordered_color,1,8,8
verde,7,quant_bin,1,1,1
verde,7,type_o,1,1,1
verde,7,type_q,2,0,0
verde,7,verde_color_enc_scheme,1,0,0
verde,8,bin,1,2,2
verde,8,bin_cardinality,1,5,5
verde,8,continuous_size,1,1,1
verde,8,d_d_point,1,0,0
verde,8,encoding,3,0,0
verde,8,encoding_field,3,6,18
verde,8,ordered_x,1,1,1
verde,8,ordered_y,1,0,0
verde,8,type_o,1,1,1
verde,8,type_q,2,0,0
verde,8,verde_color_mark,1,0,0
verde,8,x_y_raw,1,1,1
verde,8,zero_bin,1,1,1
verde,9,bin,1,2,2
verde,9,bin_cardinality,1,5,5
verde,9,continuous_size,1,1,1
verde,9,d_d_point,1,0,0
verde,9,encoding,3,0,0
verde,9,encoding_field,3,6,18
verde,9,ordered_x,1,1,1
verde,9,ordered_y,1,0,0
verde,9,type_o,1,1,1
verde,9,type_q,2,0,0
verde,9,verde_color_mark,1,0,0
verde,9,x_y_raw,1,1,1
verde,9,zero_bin,1,1,1
verde,10,c_d_point,1,10,10
verde,10,continuous_size,1,1,1
verde,10,continuous_x,1,0,0
verde,10,encoding,3,0,0
verde,10,encoding_field,3,6,18
verde,10,ordered_y,1,0,0
verde,10,type_o,1,1,1
verde,10,type_q,2,0,0
verde,10,verde_color_mark,1,0,0
verde,11,c_d_tick,1,0,0
verde,11,continuous_color,1,10,10
verde,11,continuous_y,1,0,0
verde,11,encoding,3,0,0
verde,11,encoding_field,3,6,18
verde,11,ordered_x,1,1,1
verde,11,type_o,1,1,1
verde,11,type_q,2,0,0
verde,11,verde_color_enc_scheme,1,0,0
verde,12,c_d_point,1,10,10
verde,12,continuous_size,1,1,1
verde,12,continuous_x,1,0,0
verde,12,encoding,3,0,0
verde,12,encoding_field,3,6,18
verde,12,ordered_y,1,0,0
verde,12,type_o,1,1,1
verde,12,type_q,2,0,0
verde,12,verde_color_mark,1,0,0
verde,13,c_d_tick,1,0,0
verde,13,continuous_color,1,10,10
verde,13,continuous_y,1,0,0
verde,13,encoding,3,0,0
verde,13,encoding_field,3,6,18
verde,13,ordered_x,1,1,1
verde,13,type_o,1,1,1
verde,13,type_q,2,0,0
verde,13,verde_color_enc_scheme,1,0,0
verde,14,bin,1,2,2
verde,14,bin_cardinality,1,5,5
verde,14,continuous_size,1,1,1
verde,14,d_d_point,1,0,0
verde,14,encoding,3,0,0
verde,14,encoding_field,3,6,18
verde,14,ordered_x,1,1,1
verde,14,ordered_y,1,0,0
verde,14,type_o,1,1,1
verde,14,type_q,2,0,0
verde,14,verde_color_double_enc_scheme,1,0,0
verde,14,x_y_raw,1,1,1
verde,14,zero_bin,1,1,1
verde,15,bin,1,2,2
verde,15,bin_cardinality,1,5,5
verde,15,continuous_size,1,1,1
verde,15,d_d_point,1,0,0
verde,15,encoding,3,0,0
verde,15,encoding_field,3,6,18
verde,15,ordered_x,1,1,1
verde,15,ordered_y,1,0,0
verde,15,type_o,1,1,1
verde,15,type_q,2,0,0
verde,15,verde_color_double_enc_scheme,1,0,0
verde,15,x_y_raw,1,1,1
verde,15,zero_bin,1,1,1
verde,16,c_d_point,1,10,10
verde,16,continuous_size,1,1,1
verde,16,continuous_y,1,0,0
verde,16,encoding,3,0,0
verde,16,encoding_field,3,6,18
verde,16,ordered_x,1,1,1
verde,16,type_o,1,1,1
verde,16,type_q,2,0,0
verde,16,verde_color_mark,1,0,0
verde,17,c_d_point,1,10,10
verde,17,continuous_size,1,1,1
verde,17,continuous_y,1,0,0
verde,17,encoding,3,0,0
verde,17,encoding_field,3,6,18
verde,17,ordered_x,1,1,1
verde,17,type_o,1,1,1
verde,17,type_q,2,0,0
verde,17,verde_color_mark,1,0,0
verde,18,c_c_point,1,0,0
verde,18,continuous_x,1,0,0
verde,18,continuous_y,1,0,0
verde,18,encoding,3,0,0
verde,18,encoding_field,3,6,18
verde,18,ordered_row,1,10,10
verde,18,type_o,1,1,1
verde,18,type_q,2,0,0
verde,18,verde_color_mark,1,0,0
verde,18,x_row,1,1,1
verde,18,y_row,1,1,1
verde,19,c_c_point,1,0,0
verde,19,continuous_x,1,0,0
verde,19,continuous_y,1,0,0
verde,19,encoding,3,0,0
verde,19,encoding_field,3,6,18
verde,19,ordered_column,1,10,10
verde,19,type_o,1,1,1
verde,19,type_q,2,0,0
verde,19,verde_color_mark,1,0,0
verde,19,x_column,1,1,1
verde,19,y_column,1,1,1
