set,rank,prop
baseline,5,"encoding(v_v,e0)."
baseline,5,"encoding(v_v,e1)."
baseline,5,"type(v_v,e1,nominal)."
baseline,5,"aggregate(v_v,e0,sum)."
baseline,5,"channel(v_v,e0,x)."
baseline,5,"channel(v_v,e1,y)."
baseline,5,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,5,"field(v_v,e1,""Setting"")."
baseline,5,"zero(v_v,e0)."
baseline,5,"type(v_v,e0,quantitative)."
baseline,5,"mark(v_v,bar)."
baseline,6,view(v_v).
baseline,6,"encoding(v_v,e0)."
baseline,6,"encoding(v_v,e1)."
baseline,6,"type(v_v,e1,nominal)."
baseline,6,"channel(v_v,e1,x)."
baseline,6,"channel(v_v,e0,y)."
baseline,6,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,6,"field(v_v,e1,""Setting"")."
baseline,6,"type(v_v,e0,quantitative)."
baseline,6,"mark(v_v,tick)."
baseline,7,view(v_v).
baseline,7,"encoding(v_v,e0)."
baseline,7,"encoding(v_v,e1)."
baseline,7,"type(v_v,e1,nominal)."
baseline,7,"channel(v_v,e1,x)."
baseline,7,"channel(v_v,e0,y)."
baseline,7,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,7,"field(v_v,e1,""Setting"")."
baseline,7,"type(v_v,e0,quantitative)."
baseline,7,"mark(v_v,tick)."
baseline,7,"log(v_v,e0)."
baseline,8,view(v_v).
baseline,8,"encoding(v_v,e0)."
baseline,8,"encoding(v_v,e1)."
baseline,8,"type(v_v,e1,nominal)."
baseline,8,"aggregate(v_v,e0,median)."
baseline,8,"channel(v_v,e0,x)."
baseline,8,"channel(v_v,e1,y)."
baseline,8,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,8,"field(v_v,e1,""Setting"")."
baseline,8,"zero(v_v,e0)."
baseline,8,"type(v_v,e0,quantitative)."
baseline,8,"mark(v_v,bar)."
baseline,9,view(v_v).
baseline,9,"encoding(v_v,e0)."
baseline,9,"encoding(v_v,e1)."
baseline,9,"encoding(v_v,1)."
baseline,9,"type(v_v,e1,nominal)."
baseline,9,"bin(v_v,e0,10)."
baseline,9,"aggregate(v_v,1,count)."
baseline,9,"channel(v_v,e0,x)."
baseline,9,"channel(v_v,e1,y)."
baseline,9,"channel(v_v,1,size)."
baseline,9,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,9,"field(v_v,e1,""Setting"")."
baseline,9,"zero(v_v,1)."
baseline,9,"type(v_v,e0,quantitative)."
baseline,9,"type(v_v,1,quantitative)."
baseline,9,"mark(v_v,point)."
baseline,10,view(v_v).
baseline,10,"encoding(v_v,e0)."
baseline,10,"encoding(v_v,e1)."
baseline,10,"type(v_v,e1,nominal)."
baseline,10,"aggregate(v_v,e0,max)."
baseline,10,"channel(v_v,e0,x)."
baseline,10,"channel(v_v,e1,y)."
baseline,10,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,10,"field(v_v,e1,""Setting"")."
baseline,10,"zero(v_v,e0)."
baseline,10,"type(v_v,e0,quantitative)."
baseline,10,"mark(v_v,bar)."
baseline,11,view(v_v).
baseline,11,"encoding(v_v,e0)."
baseline,11,"encoding(v_v,e1)."
baseline,11,"type(v_v,e1,nominal)."
baseline,11,"aggregate(v_v,e0,min)."
baseline,11,"channel(v_v,e0,x)."
baseline,11,"channel(v_v,e1,y)."
baseline,11,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,11,"field(v_v,e1,""Setting"")."
baseline,11,"zero(v_v,e0)."
baseline,11,"type(v_v,e0,quantitative)."
baseline,11,"mark(v_v,bar)."
baseline,12,view(v_v).
baseline,12,"encoding(v_v,e0)."
baseline,12,"encoding(v_v,e1)."
baseline,12,"type(v_v,e1,nominal)."
baseline,12,"aggregate(v_v,e0,stdev)."
baseline,12,"channel(v_v,e0,x)."
baseline,12,"channel(v_v,e1,y)."
baseline,12,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,12,"field(v_v,e1,""Setting"")."
baseline,12,"zero(v_v,e0)."
baseline,12,"type(v_v,e0,quantitative)."
baseline,12,"mark(v_v,bar)."
baseline,13,view(v_v).
baseline,13,"encoding(v_v,e0)."
baseline,13,"encoding(v_v,e1)."
baseline,13,"type(v_v,e1,nominal)."
baseline,13,"aggregate(v_v,e0,mean)."
baseline,13,"channel(v_v,e1,x)."
baseline,13,"channel(v_v,e0,y)."
baseline,13,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,13,"field(v_v,e1,""Setting"")."
baseline,13,"zero(v_v,e0)."
baseline,13,"type(v_v,e0,quantitative)."
baseline,13,"mark(v_v,bar)."
baseline,14,view(v_v).
baseline,14,"encoding(v_v,e0)."
baseline,14,"encoding(v_v,e1)."
baseline,14,"encoding(v_v,1)."
baseline,14,"type(v_v,e1,nominal)."
baseline,14,"bin(v_v,e0,10)."
baseline,14,"aggregate(v_v,1,count)."
baseline,14,"channel(v_v,e0,x)."
baseline,14,"channel(v_v,e1,y)."
baseline,14,"channel(v_v,1,size)."
baseline,14,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,14,"field(v_v,e1,""Setting"")."
baseline,14,"zero(v_v,e0)."
baseline,14,"zero(v_v,1)."
baseline,14,"type(v_v,e0,quantitative)."
baseline,14,"type(v_v,1,quantitative)."
baseline,14,"mark(v_v,point)."
baseline,15,view(v_v).
baseline,15,"encoding(v_v,e0)."
baseline,15,"encoding(v_v,e1)."
baseline,15,"type(v_v,e1,nominal)."
baseline,15,"channel(v_v,e0,y)."
baseline,15,"channel(v_v,e1,row)."
baseline,15,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,15,"field(v_v,e1,""Setting"")."
baseline,15,"zero(v_v,e0)."
baseline,15,"type(v_v,e0,quantitative)."
baseline,15,"mark(v_v,tick)."
baseline,16,view(v_v).
baseline,16,"encoding(v_v,e0)."
baseline,16,"encoding(v_v,e1)."
baseline,16,"type(v_v,e1,nominal)."
baseline,16,"aggregate(v_v,e0,sum)."
baseline,16,"channel(v_v,e1,x)."
baseline,16,"channel(v_v,e0,y)."
baseline,16,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,16,"field(v_v,e1,""Setting"")."
baseline,16,"zero(v_v,e0)."
baseline,16,"type(v_v,e0,quantitative)."
baseline,16,"mark(v_v,bar)."
baseline,17,view(v_v).
baseline,17,"encoding(v_v,e0)."
baseline,17,"encoding(v_v,e1)."
baseline,17,"type(v_v,e1,nominal)."
baseline,17,"channel(v_v,e0,x)."
baseline,17,"channel(v_v,e1,y)."
baseline,17,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,17,"field(v_v,e1,""Setting"")."
baseline,17,"zero(v_v,e0)."
baseline,17,"type(v_v,e0,quantitative)."
baseline,17,"mark(v_v,point)."
baseline,18,view(v_v).
baseline,18,"encoding(v_v,e0)."
baseline,18,"encoding(v_v,e1)."
baseline,18,"type(v_v,e1,nominal)."
baseline,18,"channel(v_v,e0,x)."
baseline,18,"channel(v_v,e1,column)."
baseline,18,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,18,"field(v_v,e1,""Setting"")."
baseline,18,"zero(v_v,e0)."
baseline,18,"type(v_v,e0,quantitative)."
baseline,18,"mark(v_v,tick)."
baseline,19,view(v_v).
baseline,19,"encoding(v_v,e0)."
baseline,19,"encoding(v_v,e1)."
baseline,19,"type(v_v,e1,nominal)."
baseline,19,"aggregate(v_v,e0,median)."
baseline,19,"channel(v_v,e1,x)."
baseline,19,"channel(v_v,e0,y)."
baseline,19,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,19,"field(v_v,e1,""Setting"")."
baseline,19,"zero(v_v,e0)."
baseline,19,"type(v_v,e0,quantitative)."
baseline,19,"mark(v_v,bar)."
baseline,20,view(v_v).
baseline,20,"encoding(v_v,e0)."
baseline,20,"encoding(v_v,e1)."
baseline,20,"encoding(v_v,1)."
baseline,20,"type(v_v,e1,nominal)."
baseline,20,"bin(v_v,e0,10)."
baseline,20,"aggregate(v_v,1,count)."
baseline,20,"channel(v_v,e1,x)."
baseline,20,"channel(v_v,e0,y)."
baseline,20,"channel(v_v,1,size)."
baseline,20,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,20,"field(v_v,e1,""Setting"")."
baseline,20,"zero(v_v,1)."
baseline,20,"type(v_v,e0,quantitative)."
baseline,20,"type(v_v,1,quantitative)."
baseline,20,"mark(v_v,point)."
baseline,21,view(v_v).
baseline,21,"encoding(v_v,e0)."
baseline,21,"encoding(v_v,e1)."
baseline,21,"encoding(v_v,1)."
baseline,21,"type(v_v,e1,nominal)."
baseline,21,"bin(v_v,e0,10)."
baseline,21,"aggregate(v_v,1,count)."
baseline,21,"channel(v_v,e1,x)."
baseline,21,"channel(v_v,e0,y)."
baseline,21,"channel(v_v,1,size)."
baseline,21,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,21,"field(v_v,e1,""Setting"")."
baseline,21,"zero(v_v,e0)."
baseline,21,"zero(v_v,1)."
baseline,21,"type(v_v,e0,quantitative)."
baseline,21,"type(v_v,1,quantitative)."
baseline,21,"mark(v_v,point)."
baseline,22,view(v_v).
baseline,22,"encoding(v_v,e0)."
baseline,22,"encoding(v_v,e1)."
baseline,22,"encoding(v_v,1)."
baseline,22,"type(v_v,e1,nominal)."
baseline,22,"bin(v_v,e0,10)."
baseline,22,"aggregate(v_v,1,count)."
baseline,22,"channel(v_v,e0,x)."
baseline,22,"channel(v_v,e1,y)."
baseline,22,"channel(v_v,1,size)."
baseline,22,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,22,"field(v_v,e1,""Setting"")."
baseline,22,"type(v_v,e0,quantitative)."
baseline,22,"type(v_v,1,quantitative)."
baseline,22,"mark(v_v,point)."
baseline,23,view(v_v).
baseline,23,"encoding(v_v,e0)."
baseline,23,"encoding(v_v,e1)."
baseline,23,"type(v_v,e1,nominal)."
baseline,23,"channel(v_v,e0,x)."
baseline,23,"channel(v_v,e1,y)."
baseline,23,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,23,"field(v_v,e1,""Setting"")."
baseline,23,"type(v_v,e0,quantitative)."
baseline,23,"mark(v_v,point)."
baseline,24,view(v_v).
baseline,24,"encoding(v_v,e0)."
baseline,24,"encoding(v_v,e1)."
baseline,24,"type(v_v,e1,nominal)."
baseline,24,"channel(v_v,e0,x)."
baseline,24,"channel(v_v,e1,column)."
baseline,24,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,24,"field(v_v,e1,""Setting"")."
baseline,24,"type(v_v,e0,quantitative)."
baseline,24,"mark(v_v,tick)."
baseline,25,view(v_v).
baseline,25,"encoding(v_v,e0)."
baseline,25,"encoding(v_v,e1)."
baseline,25,"type(v_v,e1,nominal)."
baseline,25,"channel(v_v,e0,y)."
baseline,25,"channel(v_v,e1,row)."
baseline,25,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,25,"field(v_v,e1,""Setting"")."
baseline,25,"type(v_v,e0,quantitative)."
baseline,25,"mark(v_v,tick)."
baseline,26,view(v_v).
baseline,26,"encoding(v_v,e0)."
baseline,26,"encoding(v_v,e1)."
baseline,26,"type(v_v,e1,nominal)."
baseline,26,"aggregate(v_v,e0,max)."
baseline,26,"channel(v_v,e1,x)."
baseline,26,"channel(v_v,e0,y)."
baseline,26,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,26,"field(v_v,e1,""Setting"")."
baseline,26,"zero(v_v,e0)."
baseline,26,"type(v_v,e0,quantitative)."
baseline,26,"mark(v_v,bar)."
baseline,27,view(v_v).
baseline,27,"encoding(v_v,e0)."
baseline,27,"encoding(v_v,e1)."
baseline,27,"type(v_v,e1,nominal)."
baseline,27,"aggregate(v_v,e0,min)."
baseline,27,"channel(v_v,e1,x)."
baseline,27,"channel(v_v,e0,y)."
baseline,27,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,27,"field(v_v,e1,""Setting"")."
baseline,27,"zero(v_v,e0)."
baseline,27,"type(v_v,e0,quantitative)."
baseline,27,"mark(v_v,bar)."
baseline,28,view(v_v).
baseline,28,"encoding(v_v,e0)."
baseline,28,"encoding(v_v,e1)."
baseline,28,"encoding(v_v,1)."
baseline,28,"type(v_v,e1,nominal)."
baseline,28,"bin(v_v,e0,10)."
baseline,28,"aggregate(v_v,1,count)."
baseline,28,"channel(v_v,e0,x)."
baseline,28,"channel(v_v,e1,y)."
baseline,28,"channel(v_v,1,size)."
baseline,28,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,28,"field(v_v,e1,""Setting"")."
baseline,28,"type(v_v,e0,quantitative)."
baseline,28,"type(v_v,1,quantitative)."
baseline,28,"mark(v_v,point)."
baseline,28,"log(v_v,1)."
baseline,29,view(v_v).
baseline,29,"encoding(v_v,e0)."
baseline,29,"encoding(v_v,e1)."
baseline,29,"encoding(v_v,1)."
baseline,29,"type(v_v,e1,nominal)."
baseline,29,"bin(v_v,e0,10)."
baseline,29,"aggregate(v_v,1,count)."
baseline,29,"channel(v_v,e0,x)."
baseline,29,"channel(v_v,e1,y)."
baseline,29,"channel(v_v,1,size)."
baseline,29,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,29,"field(v_v,e1,""Setting"")."
baseline,29,"zero(v_v,e0)."
baseline,29,"type(v_v,e0,quantitative)."
baseline,29,"type(v_v,1,quantitative)."
baseline,29,"mark(v_v,point)."
baseline,30,view(v_v).
baseline,30,"encoding(v_v,e0)."
baseline,30,"encoding(v_v,e1)."
baseline,30,"encoding(v_v,1)."
baseline,30,"type(v_v,e1,nominal)."
baseline,30,"bin(v_v,e0,10)."
baseline,30,"aggregate(v_v,1,count)."
baseline,30,"channel(v_v,e0,x)."
baseline,30,"channel(v_v,1,y)."
baseline,30,"channel(v_v,e1,color)."
baseline,30,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,30,"field(v_v,e1,""Setting"")."
baseline,30,"zero(v_v,1)."
baseline,30,"type(v_v,e0,quantitative)."
baseline,30,"type(v_v,1,quantitative)."
baseline,30,"mark(v_v,tick)."
baseline,31,view(v_v).
baseline,31,"encoding(v_v,e0)."
baseline,31,"encoding(v_v,e1)."
baseline,31,"encoding(v_v,1)."
baseline,31,"type(v_v,e1,nominal)."
baseline,31,"bin(v_v,e0,10)."
baseline,31,"aggregate(v_v,1,count)."
baseline,31,"channel(v_v,e0,x)."
baseline,31,"channel(v_v,1,y)."
baseline,31,"channel(v_v,e1,color)."
baseline,31,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,31,"field(v_v,e1,""Setting"")."
baseline,31,"zero(v_v,1)."
baseline,31,"type(v_v,e0,quantitative)."
baseline,31,"mark(v_v,bar)."
baseline,31,"type(v_v,1,quantitative)."
baseline,31,"stack(v_v,zero)."
baseline,32,view(v_v).
baseline,32,"encoding(v_v,e0)."
baseline,32,"encoding(v_v,e1)."
baseline,32,"type(v_v,e1,nominal)."
baseline,32,"channel(v_v,e0,x)."
baseline,32,"channel(v_v,e1,y)."
baseline,32,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,32,"field(v_v,e1,""Setting"")."
baseline,32,"type(v_v,e0,quantitative)."
baseline,32,"mark(v_v,point)."
baseline,32,"log(v_v,e0)."
baseline,33,view(v_v).
baseline,33,"encoding(v_v,e0)."
baseline,33,"encoding(v_v,e1)."
baseline,33,"type(v_v,e1,nominal)."
baseline,33,"channel(v_v,e0,x)."
baseline,33,"channel(v_v,e1,column)."
baseline,33,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,33,"field(v_v,e1,""Setting"")."
baseline,33,"type(v_v,e0,quantitative)."
baseline,33,"mark(v_v,tick)."
baseline,33,"log(v_v,e0)."
baseline,34,view(v_v).
baseline,34,"encoding(v_v,e0)."
baseline,34,"encoding(v_v,e1)."
baseline,34,"type(v_v,e1,nominal)."
baseline,34,"channel(v_v,e0,y)."
baseline,34,"channel(v_v,e1,row)."
baseline,34,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,34,"field(v_v,e1,""Setting"")."
baseline,34,"type(v_v,e0,quantitative)."
baseline,34,"mark(v_v,tick)."
baseline,34,"log(v_v,e0)."
baseline,35,view(v_v).
baseline,35,"encoding(v_v,e0)."
baseline,35,"encoding(v_v,e1)."
baseline,35,"type(v_v,e1,nominal)."
baseline,35,"aggregate(v_v,e0,stdev)."
baseline,35,"channel(v_v,e1,x)."
baseline,35,"channel(v_v,e0,y)."
baseline,35,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,35,"field(v_v,e1,""Setting"")."
baseline,35,"zero(v_v,e0)."
baseline,35,"type(v_v,e0,quantitative)."
baseline,35,"mark(v_v,bar)."
baseline,36,view(v_v).
baseline,36,"encoding(v_v,e0)."
baseline,36,"encoding(v_v,e1)."
baseline,36,"type(v_v,e1,nominal)."
baseline,36,"channel(v_v,e1,x)."
baseline,36,"channel(v_v,e0,y)."
baseline,36,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,36,"field(v_v,e1,""Setting"")."
baseline,36,"zero(v_v,e0)."
baseline,36,"type(v_v,e0,quantitative)."
baseline,36,"mark(v_v,point)."
baseline,37,view(v_v).
baseline,37,"encoding(v_v,e0)."
baseline,37,"encoding(v_v,e1)."
baseline,37,"encoding(v_v,1)."
baseline,37,"type(v_v,e1,nominal)."
baseline,37,"bin(v_v,e0,10)."
baseline,37,"aggregate(v_v,1,count)."
baseline,37,"channel(v_v,e0,x)."
baseline,37,"channel(v_v,1,y)."
baseline,37,"channel(v_v,e1,color)."
baseline,37,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,37,"field(v_v,e1,""Setting"")."
baseline,37,"zero(v_v,1)."
baseline,37,"type(v_v,e0,quantitative)."
baseline,37,"mark(v_v,bar)."
baseline,37,"type(v_v,1,quantitative)."
baseline,37,"stack(v_v,normalize)."
baseline,38,view(v_v).
baseline,38,"encoding(v_v,e0)."
baseline,38,"encoding(v_v,e1)."
baseline,38,"encoding(v_v,1)."
baseline,38,"type(v_v,e1,nominal)."
baseline,38,"bin(v_v,e0,10)."
baseline,38,"aggregate(v_v,1,count)."
baseline,38,"channel(v_v,e0,x)."
baseline,38,"channel(v_v,1,y)."
baseline,38,"channel(v_v,e1,color)."
baseline,38,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,38,"field(v_v,e1,""Setting"")."
baseline,38,"zero(v_v,e0)."
baseline,38,"zero(v_v,1)."
baseline,38,"type(v_v,e0,quantitative)."
baseline,38,"mark(v_v,bar)."
baseline,38,"type(v_v,1,quantitative)."
baseline,38,"stack(v_v,zero)."
baseline,39,view(v_v).
baseline,39,"encoding(v_v,e0)."
baseline,39,"encoding(v_v,e1)."
baseline,39,"encoding(v_v,1)."
baseline,39,"type(v_v,e1,nominal)."
baseline,39,"bin(v_v,e0,10)."
baseline,39,"aggregate(v_v,1,count)."
baseline,39,"channel(v_v,e0,x)."
baseline,39,"channel(v_v,1,y)."
baseline,39,"channel(v_v,e1,color)."
baseline,39,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,39,"field(v_v,e1,""Setting"")."
baseline,39,"zero(v_v,e0)."
baseline,39,"zero(v_v,1)."
baseline,39,"type(v_v,e0,quantitative)."
baseline,39,"type(v_v,1,quantitative)."
baseline,39,"mark(v_v,tick)."
baseline,40,view(v_v).
baseline,40,"encoding(v_v,e0)."
baseline,40,"encoding(v_v,e1)."
baseline,40,"encoding(v_v,1)."
baseline,40,"type(v_v,e1,nominal)."
baseline,40,"bin(v_v,e0,10)."
baseline,40,"aggregate(v_v,1,count)."
baseline,40,"channel(v_v,1,x)."
baseline,40,"channel(v_v,e0,y)."
baseline,40,"channel(v_v,e1,color)."
baseline,40,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,40,"field(v_v,e1,""Setting"")."
baseline,40,"zero(v_v,1)."
baseline,40,"type(v_v,e0,quantitative)."
baseline,40,"mark(v_v,bar)."
baseline,40,"type(v_v,1,quantitative)."
baseline,40,"stack(v_v,zero)."
baseline,41,view(v_v).
baseline,41,"encoding(v_v,e0)."
baseline,41,"encoding(v_v,e1)."
baseline,41,"encoding(v_v,1)."
baseline,41,"type(v_v,e1,nominal)."
baseline,41,"bin(v_v,e0,10)."
baseline,41,"aggregate(v_v,1,count)."
baseline,41,"channel(v_v,1,x)."
baseline,41,"channel(v_v,e0,y)."
baseline,41,"channel(v_v,e1,color)."
baseline,41,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,41,"field(v_v,e1,""Setting"")."
baseline,41,"zero(v_v,1)."
baseline,41,"type(v_v,e0,quantitative)."
baseline,41,"type(v_v,1,quantitative)."
baseline,41,"mark(v_v,tick)."
baseline,42,view(v_v).
baseline,42,"encoding(v_v,e0)."
baseline,42,"encoding(v_v,e1)."
baseline,42,"encoding(v_v,1)."
baseline,42,"type(v_v,e1,nominal)."
baseline,42,"bin(v_v,e0,10)."
baseline,42,"aggregate(v_v,1,count)."
baseline,42,"channel(v_v,e0,x)."
baseline,42,"channel(v_v,e1,y)."
baseline,42,"channel(v_v,1,size)."
baseline,42,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,42,"field(v_v,e1,""Setting"")."
baseline,42,"zero(v_v,e0)."
baseline,42,"type(v_v,e0,quantitative)."
baseline,42,"type(v_v,1,quantitative)."
baseline,42,"mark(v_v,point)."
baseline,42,"log(v_v,1)."
baseline,43,view(v_v).
baseline,43,"encoding(v_v,e0)."
baseline,43,"encoding(v_v,e1)."
baseline,43,"type(v_v,e1,nominal)."
baseline,43,"aggregate(v_v,e0,mean)."
baseline,43,"channel(v_v,e0,y)."
baseline,43,"channel(v_v,e1,row)."
baseline,43,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,43,"field(v_v,e1,""Setting"")."
baseline,43,"zero(v_v,e0)."
baseline,43,"type(v_v,e0,quantitative)."
baseline,43,"mark(v_v,bar)."
baseline,44,view(v_v).
baseline,44,"encoding(v_v,e0)."
baseline,44,"encoding(v_v,e1)."
baseline,44,"type(v_v,e1,nominal)."
baseline,44,"aggregate(v_v,e0,mean)."
baseline,44,"channel(v_v,e0,x)."
baseline,44,"channel(v_v,e1,y)."
baseline,44,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,44,"field(v_v,e1,""Setting"")."
baseline,44,"zero(v_v,e0)."
baseline,44,"type(v_v,e0,quantitative)."
baseline,44,"mark(v_v,point)."
baseline,45,view(v_v).
baseline,45,"encoding(v_v,e0)."
baseline,45,"encoding(v_v,e1)."
baseline,45,"type(v_v,e1,nominal)."
baseline,45,"aggregate(v_v,e0,mean)."
baseline,45,"channel(v_v,e0,x)."
baseline,45,"channel(v_v,e1,column)."
baseline,45,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,45,"field(v_v,e1,""Setting"")."
baseline,45,"zero(v_v,e0)."
baseline,45,"type(v_v,e0,quantitative)."
baseline,45,"mark(v_v,bar)."
baseline,46,view(v_v).
baseline,46,"encoding(v_v,e0)."
baseline,46,"encoding(v_v,e1)."
baseline,46,"encoding(v_v,1)."
baseline,46,"type(v_v,e1,nominal)."
baseline,46,"bin(v_v,e0,10)."
baseline,46,"aggregate(v_v,1,count)."
baseline,46,"channel(v_v,e0,x)."
baseline,46,"channel(v_v,1,y)."
baseline,46,"channel(v_v,e1,color)."
baseline,46,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,46,"field(v_v,e1,""Setting"")."
baseline,46,"zero(v_v,e0)."
baseline,46,"zero(v_v,1)."
baseline,46,"type(v_v,e0,quantitative)."
baseline,46,"mark(v_v,bar)."
baseline,46,"type(v_v,1,quantitative)."
baseline,46,"stack(v_v,normalize)."
baseline,47,view(v_v).
baseline,47,"encoding(v_v,e0)."
baseline,47,"encoding(v_v,e1)."
baseline,47,"encoding(v_v,1)."
baseline,47,"type(v_v,e1,nominal)."
baseline,47,"bin(v_v,e0,10)."
baseline,47,"aggregate(v_v,1,count)."
baseline,47,"channel(v_v,e0,x)."
baseline,47,"channel(v_v,1,y)."
baseline,47,"channel(v_v,e1,color)."
baseline,47,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,47,"field(v_v,e1,""Setting"")."
baseline,47,"type(v_v,e0,quantitative)."
baseline,47,"type(v_v,1,quantitative)."
baseline,47,"mark(v_v,tick)."
baseline,48,view(v_v).
baseline,48,"encoding(v_v,e0)."
baseline,48,"encoding(v_v,e1)."
baseline,48,"encoding(v_v,1)."
baseline,48,"type(v_v,e1,nominal)."
baseline,48,"bin(v_v,e0,10)."
baseline,48,"aggregate(v_v,1,count)."
baseline,48,"channel(v_v,1,x)."
baseline,48,"channel(v_v,e0,y)."
baseline,48,"channel(v_v,e1,color)."
baseline,48,"field(v_v,e0,""Gross_Current_Expenditure_x1000"")."
baseline,48,"field(v_v,e1,""Setting"")."
baseline,48,"zero(v_v,1)."
baseline,48,"type(v_v,e0,quantitative)."
baseline,48,"mark(v_v,bar)."
baseline,48,"type(v_v,1,quantitative)."
