set,rank,violation,num,weight,cost_contrib
baseline,0,c_d_tick,1,0,0
baseline,0,continuous_x,1,0,0
baseline,0,encoding,3,0,0
baseline,0,encoding_field,3,6,18
baseline,0,nominal_color,1,6,6
baseline,0,nominal_y,1,0,0
baseline,0,type_n,2,2,4
baseline,0,type_q,1,0,0
baseline,0,zero,1,1,1
baseline,0,zero_positional,1,1,1
baseline,1,c_d_tick,1,0,0
baseline,1,continuous_x,1,0,0
baseline,1,encoding,3,0,0
baseline,1,encoding_field,3,6,18
baseline,1,nominal_color,1,6,6
baseline,1,nominal_y,1,0,0
baseline,1,type_n,2,2,4
baseline,1,type_q,1,0,0
baseline,1,zero,1,1,1
baseline,1,zero_positional,1,1,1
baseline,2,c_d_tick,1,0,0
baseline,2,continuous_x,1,0,0
baseline,2,encoding,3,0,0
baseline,2,encoding_field,3,6,18
baseline,2,log,1,1,1
baseline,2,nominal_color,1,6,6
baseline,2,nominal_y,1,0,0
baseline,2,type_n,2,2,4
baseline,2,type_q,1,0,0
baseline,2,zero,1,1,1
baseline,2,zero_positional,1,1,1
baseline,3,c_d_tick,1,0,0
baseline,3,continuous_x,1,0,0
baseline,3,encoding,3,0,0
baseline,3,encoding_field,3,6,18
baseline,3,log,1,1,1
baseline,3,nominal_color,1,6,6
baseline,3,nominal_y,1,0,0
baseline,3,type_n,2,2,4
baseline,3,type_q,1,0,0
baseline,3,zero,1,1,1
baseline,3,zero_positional,1,1,1
baseline,4,continuous_size,1,1,1
baseline,4,d_d_point,1,0,0
baseline,4,encoding,3,0,0
baseline,4,encoding_field,3,6,18
baseline,4,nominal_x,1,3,3
baseline,4,nominal_y,1,0,0
baseline,4,type_n,2,2,4
baseline,4,type_q,1,0,0
baseline,4,x_y_raw,1,1,1
baseline,4,zero,1,1,1
baseline,4,zero_size,1,3,3
baseline,5,continuous_size,1,1,1
baseline,5,d_d_point,1,0,0
baseline,5,encoding,3,0,0
baseline,5,encoding_field,3,6,18
baseline,5,log,1,1,1
baseline,5,nominal_x,1,3,3
baseline,5,nominal_y,1,0,0
baseline,5,type_n,2,2,4
baseline,5,type_q,1,0,0
baseline,5,x_y_raw,1,1,1
baseline,5,zero,1,1,1
baseline,5,zero_size,1,3,3
baseline,6,continuous_size,1,1,1
baseline,6,d_d_point,1,0,0
baseline,6,encoding,3,0,0
baseline,6,encoding_field,3,6,18
baseline,6,nominal_x,1,3,3
baseline,6,nominal_y,1,0,0
baseline,6,type_n,2,2,4
baseline,6,type_q,1,0,0
baseline,6,x_y_fields_order,1,1,1
baseline,6,x_y_raw,1,1,1
baseline,6,zero,1,1,1
baseline,6,zero_size,1,3,3
baseline,7,continuous_size,1,1,1
baseline,7,d_d_point,1,0,0
baseline,7,encoding,3,0,0
baseline,7,encoding_field,3,6,18
baseline,7,log,1,1,1
baseline,7,nominal_x,1,3,3
baseline,7,nominal_y,1,0,0
baseline,7,type_n,2,2,4
baseline,7,type_q,1,0,0
baseline,7,x_y_fields_order,1,1,1
baseline,7,x_y_raw,1,1,1
baseline,7,zero,1,1,1
baseline,7,zero_size,1,3,3
baseline,8,c_d_tick,1,0,0
baseline,8,continuous_y,1,0,0
baseline,8,encoding,3,0,0
baseline,8,encoding_field,3,6,18
baseline,8,nominal_color,1,6,6
baseline,8,nominal_x,1,3,3
baseline,8,type_n,2,2,4
baseline,8,type_q,1,0,0
baseline,8,x_y_fields_order,1,1,1
baseline,8,zero,1,1,1
baseline,8,zero_positional,1,1,1
baseline,9,c_d_tick,1,0,0
baseline,9,continuous_y,1,0,0
baseline,9,encoding,3,0,0
baseline,9,encoding_field,3,6,18
baseline,9,nominal_color,1,6,6
baseline,9,nominal_x,1,3,3
baseline,9,type_n,2,2,4
baseline,9,type_q,1,0,0
baseline,9,x_y_fields_order,1,1,1
baseline,9,zero,1,1,1
baseline,9,zero_positional,1,1,1
baseline,10,c_d_tick,1,0,0
baseline,10,continuous_x,1,0,0
baseline,10,encoding,3,0,0
baseline,10,encoding_field,3,6,18
baseline,10,nominal_row,1,8,8
baseline,10,nominal_y,1,0,0
baseline,10,type_n,2,2,4
baseline,10,type_q,1,0,0
baseline,10,x_row,1,1,1
baseline,10,y_row,1,1,1
baseline,10,zero,1,1,1
baseline,10,zero_positional,1,1,1
baseline,11,c_d_tick,1,0,0
baseline,11,continuous_x,1,0,0
baseline,11,encoding,3,0,0
baseline,11,encoding_field,3,6,18
baseline,11,nominal_row,1,8,8
baseline,11,nominal_y,1,0,0
baseline,11,type_n,2,2,4
baseline,11,type_q,1,0,0
baseline,11,x_row,1,1,1
baseline,11,y_row,1,1,1
baseline,11,zero,1,1,1
baseline,11,zero_positional,1,1,1
baseline,12,aggregate,1,4,4
baseline,12,aggregate_mean,1,1,1
baseline,12,c_d_tick,1,0,0
baseline,12,continuous_x,1,0,0
baseline,12,encoding,3,0,0
baseline,12,encoding_field,3,6,18
baseline,12,nominal_color,1,6,6
baseline,12,nominal_y,1,0,0
baseline,12,type_n,2,2,4
baseline,12,type_q,1,0,0
baseline,12,zero,1,1,1
baseline,12,zero_positional,1,1,1
baseline,13,c_d_tick,1,0,0
baseline,13,continuous_y,1,0,0
baseline,13,encoding,3,0,0
baseline,13,encoding_field,3,6,18
baseline,13,log,1,1,1
baseline,13,nominal_color,1,6,6
baseline,13,nominal_x,1,3,3
baseline,13,type_n,2,2,4
baseline,13,type_q,1,0,0
baseline,13,x_y_fields_order,1,1,1
